,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,2.2886493,1.9567226,1.8321372,0.0,1.0986265,0.0,0.0,0.0,1.3306124,3.1783836,0.0,2.7180736,0.0,0.0,0.0,0.0,0.0,2.335101,1.3789434,0.0,1.7481246,0.0,0.64966154,2.5080094,2.117988,1.7054573,0.0,0.0,1.967684,3.1022847,3.0767894,1.6828938,0.0,0.0,1.8560714,2.1619418,2.5425665,1.9241947,2.026049
1,0.0,2.773471,1.559346,1.4114543,0.0,1.2867335,0.0,0.0,0.0,1.3405814,2.4986427,0.0,2.556852,0.0,0.0,0.0,0.0,0.0,2.3250468,1.5820427,0.0,1.5794,0.0,0.65448,1.7625387,2.1259289,1.8152336,0.0,0.0,1.8728436,2.9001133,3.2732522,1.3193998,0.0,0.0,1.8055493,1.871722,2.8770182,2.1545982,1.8027881
2,0.0,2.92218,1.4249465,1.3001896,0.0,1.4164686,0.0,0.0,0.0,1.4138844,2.1672716,0.0,2.4176745,0.0,0.0,0.0,0.0,0.0,2.3076065,1.7259275,0.0,1.5511246,0.0,0.83215284,1.4334273,2.165814,1.900533,0.0,0.0,1.8500946,2.636335,3.397532,1.209687,0.0,0.0,1.8990356,1.9238819,2.8989673,2.2297828,1.7347442
3,0.0,3.0112484,1.439414,1.3348111,0.0,1.5186568,0.0,0.0,0.0,1.5569413,2.0281932,0.0,2.3542852,0.0,0.0,0.0,0.0,0.0,2.3964677,1.8588547,0.0,1.5866139,0.0,1.0818789,1.3314685,2.2814932,2.015112,0.0,0.0,1.8874042,2.406834,3.5495415,1.2495246,0.0,0.0,2.1278472,2.1785579,2.8597963,2.2686706,1.7764535
4,0.0,3.1340199,1.5546333,1.4536239,0.0,1.5909063,0.0,0.0,0.0,1.7264391,2.0209634,0.0,2.3103092,0.0,0.0,0.0,0.0,0.0,2.5322967,1.9854083,0.0,1.6484998,0.0,1.4024854,1.3355917,2.4487066,2.1617699,0.0,0.0,1.9520366,2.1991827,3.7927432,1.3449821,0.0,0.0,2.4326882,2.575599,2.779798,2.319662,1.8993688
5,0.0,3.158068,1.7105637,1.6204101,0.0,1.6170167,0.0,0.0,0.0,1.9844517,2.0573435,0.0,2.3009756,0.0,0.0,0.0,0.0,0.0,2.689647,2.1256201,0.0,1.7157694,0.0,1.8226904,1.4228243,2.6508086,2.2643666,0.0,0.0,2.0091116,1.9311047,3.9824243,1.5090461,0.0,0.0,2.7927008,3.038594,2.5460596,2.2985332,2.0249186
6,0.0,3.095874,1.9138613,1.8484309,0.0,1.5864239,0.0,0.0,0.0,2.2830153,2.0877333,0.0,2.2907012,0.0,0.0,0.0,0.0,0.0,2.8110323,2.2660563,0.0,1.7809869,0.0,2.26991,1.6289603,2.8537784,2.3198469,0.0,0.0,2.028744,1.6136761,4.0287795,1.7361984,0.0,0.0,3.1340575,3.4925091,2.1278126,2.1939168,2.13619
7,0.0,3.0382183,2.1796422,2.2045035,0.0,1.6004292,0.0,0.0,0.0,2.7048578,2.208623,0.0,2.4145749,0.0,0.0,0.0,0.0,0.0,2.95123,2.4637299,0.0,1.8982161,0.0,2.7263112,2.01384,3.0987723,2.4035244,0.0,0.0,2.0409606,1.4223491,3.875814,2.0819652,0.0,0.0,3.4402936,3.88809,1.668841,2.0953636,2.2919474
8,0.0,2.935736,2.3554235,2.5031831,0.0,1.6669122,0.0,0.0,0.0,3.112947,2.3319836,0.0,2.6563683,0.0,0.0,0.0,0.0,0.0,3.0075026,2.617746,0.0,2.034061,0.0,3.0766375,2.3986797,3.1837058,2.4493225,0.0,0.0,1.9896293,1.4119865,3.5054047,2.43871,0.0,0.0,3.570347,3.954318,1.2315062,1.97153,2.4013991
9,0.0,2.7916877,2.286678,2.6955602,0.0,1.7448459,0.0,0.0,0.0,3.4192169,2.3222182,0.0,2.9863653,0.0,0.0,0.0,0.0,0.0,2.9374971,2.70741,0.0,2.140052,0.0,3.1996455,2.538305,3.087829,2.423732,0.0,0.0,1.8230604,1.5758637,2.8449192,2.678747,0.0,0.0,3.3887224,3.5979784,0.85860527,1.8456618,2.4191673
10,0.0,2.6313732,1.9646002,2.7208223,0.0,1.9924732,0.0,0.0,0.0,3.4567764,2.1789303,0.0,3.3783243,0.0,0.0,0.0,0.0,0.0,2.71237,2.7129662,0.0,2.2248132,0.0,3.0391326,2.4011917,2.7334545,2.3927317,0.0,0.0,1.597826,1.9733251,1.9851605,2.782283,0.0,0.0,2.947364,2.8484843,0.8036242,1.8709558,2.3488975
11,0.0,2.3295274,1.4579093,2.4909167,0.0,2.335127,0.0,0.0,0.0,2.9553792,1.8651103,0.0,3.4704306,0.0,0.0,0.0,0.0,0.0,2.3486135,2.5727232,0.0,2.2001598,0.0,2.5566638,1.9518198,2.1309724,2.3046014,0.0,0.0,1.3347948,2.2777076,1.2804735,2.64768,0.0,0.0,2.285432,2.0050666,1.1814483,1.9078728,2.1560483
12,0.0,2.2242103,1.2059506,2.3564725,0.0,2.6168647,0.0,0.0,0.0,2.3997977,1.639584,0.0,3.4011467,0.0,0.0,0.0,0.0,0.0,2.1608171,2.3487422,0.0,2.1780274,0.0,2.1493847,1.4998803,1.7283316,2.1944592,0.0,0.0,1.2285619,2.4405997,0.96872425,2.3562295,0.0,0.0,1.8205332,1.54007,1.6581761,2.016338,2.0304976
13,0.0,2.1523993,1.1048677,2.276214,0.0,2.8129504,0.0,0.0,0.0,1.907376,1.5246054,0.0,3.27842,0.0,0.0,0.0,0.0,0.0,2.0609598,2.1763377,0.0,2.1659613,0.0,1.8986787,1.1997616,1.4632435,2.1248434,0.0,0.0,1.2140231,2.3658905,0.9372217,2.148122,0.0,0.0,1.6004738,1.4702859,2.0460997,2.0912676,1.9522077
14,0.0,2.08911,1.1090541,2.2849233,0.0,2.898545,0.0,0.0,0.0,1.5014122,1.4643601,0.0,3.1627452,0.0,0.0,0.0,0.0,0.0,2.0242667,2.0624585,0.0,2.1901834,0.0,1.7266328,1.0193645,1.30236,2.051987,0.0,0.0,1.2067271,2.1746128,0.96751785,1.9979479,0.0,0.0,1.5184723,1.6138601,2.3066459,2.1133637,1.9348195
15,0.0,2.1337342,1.2231097,2.4039376,0.0,2.9592922,0.0,0.0,0.0,1.2480183,1.5273021,0.0,3.148617,0.0,0.0,0.0,0.0,0.0,2.0883918,2.080105,0.0,2.2829237,0.0,1.6741487,1.0185267,1.3069062,2.0195642,0.0,0.0,1.2722576,2.0124683,1.1094341,1.9417112,0.0,0.0,1.5693594,1.9094439,2.531413,2.1800294,1.9890935
16,0.0,2.2028365,1.3914112,2.5369134,0.0,2.9332578,0.0,0.0,0.0,1.0452812,1.6291825,0.0,3.1536458,0.0,0.0,0.0,0.0,0.0,2.1620023,2.1418447,0.0,2.3682752,0.0,1.6229002,1.1215183,1.373679,1.9536899,0.0,0.0,1.3721828,1.87329,1.2612745,1.8880303,0.0,0.0,1.6531659,2.2174022,2.7155337,2.226667,2.0570028
17,0.0,2.347167,1.6078767,2.6663873,0.0,2.8823001,0.0,0.0,0.0,0.93033767,1.8140498,0.0,3.183573,0.0,0.0,0.0,0.0,0.0,2.253002,2.248558,0.0,2.4672692,0.0,1.5353701,1.3708367,1.5152761,1.9141353,0.0,0.0,1.5237528,1.8450931,1.4585646,1.8668478,0.0,0.0,1.7678853,2.481756,2.9210029,2.3150535,2.1340015
18,0.0,2.5263488,1.786883,2.7101223,0.0,2.7583964,0.0,0.0,0.0,0.8733619,2.006569,0.0,3.16301,0.0,0.0,0.0,0.0,0.0,2.3277068,2.3323622,0.0,2.5021381,0.0,1.3854594,1.672237,1.6658373,1.8432904,0.0,0.0,1.6866963,1.893763,1.6740192,1.8312571,0.0,0.0,1.8265564,2.6008685,3.159447,2.3985953,2.1754222
19,0.0,2.711685,1.8728337,2.633639,0.0,2.60276,0.0,0.0,0.0,0.87528247,2.1709366,0.0,3.0544004,0.0,0.0,0.0,0.0,0.0,2.3509746,2.3510234,0.0,2.4419158,0.0,1.1614544,1.949214,1.7751187,1.7504236,0.0,0.0,1.8380802,2.0096517,1.8876508,1.7654192,0.0,0.0,1.799605,2.4912238,3.417399,2.4778428,2.1408906
20,0.0,2.8625853,1.8444726,2.418277,0.0,2.435433,0.0,0.0,0.0,0.92076904,2.26186,0.0,2.808164,0.0,0.0,0.0,0.0,0.0,2.3052785,2.2772644,0.0,2.2592938,0.0,0.8740256,2.136935,1.7929585,1.6260875,0.0,0.0,1.934329,2.1579957,2.1233068,1.6541753,0.0,0.0,1.6832663,2.1027873,3.6603284,2.4956264,2.027085
21,0.0,2.9834373,1.712563,2.1319814,0.0,2.3287334,0.0,0.0,0.0,1.0839428,2.3125503,0.0,2.454721,0.0,0.0,0.0,0.0,0.0,2.2596154,2.0900311,0.0,1.9607873,0.0,0.6760771,2.2178717,1.7194631,1.5414668,0.0,0.0,2.0094163,2.310849,2.420393,1.5580363,0.0,0.0,1.5669534,1.5446601,3.9011455,2.4804144,1.8779614
22,0.0,2.968188,1.5338004,1.8410305,0.0,2.2885432,0.0,0.0,0.0,1.2896771,2.2133508,0.0,1.9997777,0.0,0.0,0.0,0.0,0.0,2.192035,1.7826833,0.0,1.5725095,0.0,0.59308946,2.1081944,1.5486028,1.4416541,0.0,0.0,2.0012887,2.3093328,2.6800146,1.4781964,0.0,0.0,1.4292289,0.9654326,3.9412823,2.3651745,1.6706808
23,0.0,2.879019,1.3933809,1.6531874,0.0,2.3537233,0.0,0.0,0.0,1.5360987,2.091743,0.0,1.5954586,0.0,0.0,0.0,0.0,0.0,2.2194867,1.4430681,0.0,1.1996897,0.0,0.67333317,1.9260446,1.3630731,1.41108,0.0,0.0,1.9439859,2.165796,2.9294941,1.4806108,0.0,0.0,1.3779687,0.59311545,3.8637586,2.1904144,1.5240937
24,0.0,2.6800346,1.29098,1.5255922,0.0,2.406769,0.0,0.0,0.0,1.7657008,1.9109727,0.0,1.2484858,0.0,0.0,0.0,0.0,0.0,2.2499208,1.1194203,0.0,0.8481132,0.0,0.80709434,1.6636118,1.1451268,1.3403504,0.0,0.0,1.8599147,1.8769544,3.0610442,1.4821115,0.0,0.0,1.3476434,0.4180758,3.596159,1.9641396,1.3551652
25,0.0,2.4670007,1.3484627,1.4875516,0.0,2.515361,0.0,0.0,0.0,1.9823756,1.8787328,0.0,1.1442658,0.0,0.0,0.0,0.0,0.0,2.3596826,0.83770496,0.0,0.6351172,0.0,0.99642813,1.4599179,1.0119382,1.2871965,0.0,0.0,1.8757914,1.6498195,3.1199775,1.562242,0.0,0.0,1.4045967,0.52650905,3.2655644,1.8357192,1.1998061
26,0.0,2.3467982,1.4660797,1.5415324,0.0,2.5864475,0.0,0.0,0.0,2.2343009,1.8155565,0.0,1.1257502,0.0,0.0,0.0,0.0,0.0,2.5853195,0.6744763,0.0,0.4682168,0.0,1.2313702,1.3846345,1.0042034,1.3476557,0.0,0.0,1.8858144,1.393345,3.223444,1.6398058,0.0,0.0,1.4953027,0.7361905,2.9913301,1.6852522,1.1708821
27,0.0,2.295047,1.5932226,1.628846,0.0,2.598824,0.0,0.0,0.0,2.510936,1.7193629,0.0,1.1993946,0.0,0.0,0.0,0.0,0.0,2.8909147,0.6223224,0.0,0.34646735,0.0,1.4803122,1.4026252,1.0707242,1.5260898,0.0,0.0,1.904398,1.1254565,3.3426967,1.6784725,0.0,0.0,1.6103117,0.9888374,2.781036,1.543583,1.2274828
28,0.0,2.2528844,1.6880642,1.6428989,0.0,2.5245302,0.0,0.0,0.0,2.7319794,1.6258229,0.0,1.3444624,0.0,0.0,0.0,0.0,0.0,3.157473,0.67403036,0.0,0.25984803,0.0,1.6138918,1.4620343,1.1690751,1.7406312,0.0,0.0,1.9314175,0.93406355,3.361772,1.6805708,0.0,0.0,1.6580578,1.1995962,2.5399714,1.4348853,1.2492496
