,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.05352426,0.9343407,0.4547587,0.20557873,0.9756901,0.27594972,0.51680756,0.23749736,0.7330306,0.19488358,0.950621,0.4431366,0.16347326,0.8484081,0.46955302,0.23562439,0.52547014,0.6951938,0.60602766,0.6302174,0.540296,0.43979457,0.11396588,0.65105075,0.5358597,0.25636297,0.38616335,0.40477484,0.17008965,0.16808759,0.71212244,0.4476453,0.53634673,0.7053598,0.8025518,0.33915806,0.8340553,0.986041,0.15594982,0.4146869
1,0.049491674,0.9300752,0.3909858,0.16625543,0.98069715,0.2915009,0.49660346,0.2466609,0.7933594,0.16977404,0.95057905,0.4331263,0.13768731,0.88154876,0.43755236,0.24272554,0.51410025,0.7585213,0.5660187,0.59383744,0.44391865,0.45543313,0.1467748,0.70180845,0.48875046,0.24467552,0.5045193,0.40824506,0.18686573,0.14903444,0.61361516,0.4735907,0.60975254,0.63836145,0.78172,0.29216096,0.82804096,0.98205966,0.10476476,0.41870853
2,0.044325933,0.9311722,0.34640247,0.14020833,0.9829055,0.31693113,0.4501989,0.26866156,0.830789,0.16311938,0.9453146,0.4400283,0.12335584,0.90785724,0.42533198,0.22854377,0.49436694,0.78522354,0.5179471,0.5456688,0.3695032,0.44911012,0.1799628,0.7281628,0.45111686,0.25805116,0.6191302,0.42851913,0.22452717,0.13580708,0.50554043,0.48007604,0.6556495,0.57189065,0.7459087,0.23986533,0.8049432,0.9773571,0.06893524,0.46422052
3,0.040793218,0.9371024,0.3317099,0.12743641,0.9823659,0.35604948,0.39726177,0.29474255,0.84130347,0.1784399,0.9319488,0.4615234,0.118990265,0.92469436,0.43435133,0.19315659,0.48519638,0.773133,0.47289187,0.50011545,0.33603272,0.4129231,0.20386842,0.7277715,0.4417363,0.30358428,0.6926677,0.4592187,0.27265507,0.1253515,0.4227345,0.46756485,0.67174435,0.5260887,0.7063559,0.1900606,0.7612229,0.9730727,0.048959102,0.54253435
4,0.0410776,0.9454644,0.34851566,0.12795758,0.9792072,0.40461436,0.35532394,0.31980816,0.8266562,0.21989076,0.9085861,0.49417454,0.12349389,0.9337349,0.46176106,0.15139857,0.4945669,0.7200321,0.439807,0.4664457,0.34205714,0.34981307,0.21354328,0.69927114,0.46857262,0.38524833,0.7198645,0.49292654,0.3193326,0.11797315,0.38687745,0.44175345,0.6615697,0.5088909,0.6775692,0.15129462,0.701344,0.9699943,0.04038861,0.6344336
5,0.047253534,0.9537794,0.39815098,0.14727671,0.973017,0.4501326,0.33270463,0.34194258,0.787338,0.2834383,0.87368494,0.53574085,0.13497555,0.93733484,0.50120187,0.11632489,0.5178647,0.61852163,0.42369944,0.4470087,0.37971058,0.27633932,0.21100499,0.63597095,0.52852327,0.49736866,0.70017844,0.5210116,0.36221886,0.1164861,0.40098804,0.4096114,0.6244659,0.52039903,0.6655489,0.12910753,0.6375214,0.96795624,0.04032501,0.72368103
6,0.061540194,0.960042,0.47178304,0.19195603,0.96329623,0.47978967,0.33350223,0.3553404,0.7286548,0.35152444,0.8291179,0.5771874,0.1475106,0.93707013,0.5432429,0.09220239,0.54505193,0.4790143,0.4245875,0.44226423,0.4378331,0.2153774,0.2025321,0.54240656,0.6056965,0.61721444,0.6331709,0.53883755,0.39861542,0.12089407,0.45704058,0.38040933,0.56658274,0.55335885,0.66874605,0.12591809,0.5853944,0.96654195,0.047468048,0.79496324
7,0.082285054,0.963619,0.5408828,0.2569517,0.9507443,0.49098936,0.35246956,0.35071525,0.6667965,0.41084746,0.78891623,0.6070231,0.15730287,0.9339027,0.5857564,0.080316775,0.5628737,0.3528332,0.43864205,0.44764405,0.50354344,0.18481134,0.19337077,0.45674202,0.67690414,0.7090885,0.5353498,0.5450397,0.4208205,0.13128652,0.5382566,0.36067325,0.5096067,0.59737885,0.68273354,0.14164077,0.55979675,0.9662852,0.061666127,0.8363123
8,0.10142496,0.9647341,0.58237314,0.32239217,0.9383132,0.48679402,0.38044104,0.32431656,0.6223814,0.45689815,0.7699001,0.6165805,0.16188928,0.9279015,0.6235881,0.081070244,0.5645558,0.27748767,0.46358708,0.44872898,0.56295437,0.18731202,0.18360214,0.41195038,0.7259714,0.75975984,0.4420677,0.5428292,0.4250966,0.15019463,0.6225268,0.35265064,0.4717772,0.6466946,0.70144117,0.17090546,0.5660234,0.9678976,0.08245124,0.8468295
9,0.10975032,0.9636096,0.5967082,0.36977512,0.93037736,0.46817657,0.40928492,0.28447568,0.6072404,0.48697117,0.77957463,0.6045547,0.15902853,0.91851383,0.64944077,0.096315704,0.55320805,0.25106788,0.5010345,0.4342889,0.60660833,0.21641605,0.17143741,0.4094009,0.746957,0.77811235,0.37774122,0.5350415,0.414511,0.1803561,0.69140714,0.35864294,0.45517868,0.69665784,0.71716803,0.20259736,0.60310143,0.9709919,0.10605586,0.83057266
